17109,4,11037,0.03125
16245,9,17288,0.875
30935,4,17356,0.5
15,8,17611,0.40625
7508,128,17800,0.65625
197,1,19154,0.0625
10114,1,19419,0.4375
2402,32,19432,0.15625
179,32,19546,0.53125
16700,128,19815,0.125
4,16,19897,0.59375
6,1,20751,0.09375
15444,4,22732,0.3125
5808,1,23227,0.25
23835,17,24071,0.28125
21881,4,24442,0.75
26,1,39518,0.8125
63,1,39699,0.1875
6,32,41120,0.625
146,1,41379,0.96875
11,2,41600,0.21875
15497,93,41682,1.0
10,16,43908,0.46875
68,1,43954,0.71875
10,24,43988,0.84375
31,1,44930,0.6875
1912,1,45251,0.5625
8573,256,45362,0.9375
12489,32,45378,0.78125
454,1,45432,0.34375
31,1,45761,0.375
13155,64,45863,0.90625
